order_id,payment_sequential,payment_type,payment_installments,payment_value
002c9def9c9b951b1bec6d50753c9891,1,credit_card,1,173.8
001d8f0e34a38c37f7dba2a37d4eba8b,1,credit_card,2,53.54
00143d0f86d6fbd9f9b38ab440ac16f5,1,credit_card,1,109.29
ee64d42b8cf066f35eac1cf57de1aa85,1,boleto,1,22.36
136cce7faa42fdb2cefd53fdc79a6098,1,credit_card,1,65.95
0008288aa423d2a3f00fcb17cd7d8719,1,boleto,1,126.54
001ab0a7578dd66cd4b0a71f5b6e1e41,1,boleto,1,127.56
0760a852e4e9d89eb77bf631eaaf1c84,1,boleto,1,50.35
